SNo,Symbol,Confidence,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,PrevClose,Turnover,Transactions,Diff,Range,ChangePercent,RangePercent,VWAP %,Weeks52High,Weeks52Low,Date,Days120,Days180
321,UPPER,29.19,175.1,177.4,175.0,175.5,175.5,0.0,0.0,175.74,30983.0,175.0,5444973.9,223,0.5,2.4,0.29,1.37,-0.14,230.0,166.0,2025-11-11,,
315,UPPER,25.42,177.0,177.0,174.0,174.5,174.5,0.0,0.0,174.76,52869.0,175.5,9239225.9,263,-1.0,3.0,-0.57,1.72,-0.15,228.0,166.0,2025-11-12,,
323,UPPER,28.51,175.0,176.8,174.0,174.0,174.0,0.0,0.0,174.72,57993.0,174.5,10132505.0,318,-0.5,2.8,-0.29,1.61,-0.41,228.0,166.0,2025-11-13,,
331,UPPER,23.61,176.0,176.0,171.6,174.0,174.0,0.0,0.0,173.45,56278.0,174.0,9761258.5,323,0.0,4.4,0.0,2.56,0.32,228.0,166.0,2025-11-16,,
329,UPPER,28.45,175.9,176.5,172.0,174.4,174.4,0.0,0.0,173.84,39637.0,174.0,6890663.2,273,0.4,4.5,0.23,2.62,0.32,228.0,166.0,2025-11-17,,
339,UPPER,43.41,174.0,177.0,174.0,176.9,176.9,0.0,0.0,176.04,78002.0,174.4,13731595.5,312,2.5,3.0,1.43,1.72,0.49,228.0,166.0,2025-11-18,,
332,UPPER,40.37,177.9,178.0,174.8,175.1,175.1,0.0,0.0,175.99,52125.0,176.9,9173552.6,271,-1.8,3.2,-1.02,1.83,-0.51,228.0,166.0,2025-11-19,,
322,UPPER,41.83,171.7,178.0,171.7,176.0,176.0,0.0,0.0,176.38,67379.0,175.1,11884181.6,314,0.9,6.3,0.51,3.67,-0.21,228.0,166.0,2025-11-20,,
328,UPPER,42.74,176.9,179.5,176.5,179.0,179.0,0.0,0.0,178.09,88499.0,176.0,15760812.1,401,3.0,3.0,1.7,1.7,0.51,228.0,166.0,2025-11-23,,
324,UPPER,43.34,179.0,181.0,179.0,180.0,180.0,0.0,0.0,180.02,73348.0,179.0,13204297.4,443,1.0,2.0,0.56,1.12,-0.01,228.0,166.0,2025-11-24,,
313,UPPER,45.23,181.9,186.6,180.5,181.9,181.9,0.0,0.0,182.12,100112.0,180.0,18232532.7,457,1.9,6.1,1.06,3.38,-0.12,228.0,166.0,2025-11-25,,
316,UPPER,42.55,185.0,185.0,180.0,182.0,182.0,0.0,0.0,180.9,69461.0,181.9,12565538.4,372,0.1,5.0,0.05,2.78,0.6,228.0,166.0,2025-11-26,,
327,UPPER,42.62,182.0,183.0,180.0,183.0,183.0,0.0,0.0,182.19,58588.0,182.0,10674023.6,366,1.0,3.0,0.55,1.67,0.44,228.0,166.0,2025-11-27,,
336,UPPER,49.38,183.9,184.8,181.0,181.0,181.0,0.0,0.0,182.84,121856.0,183.0,22280388.9,493,-2.0,3.8,-1.09,2.1,-1.02,228.0,166.0,2025-11-30,,
319,UPPER,28.45,181.0,181.5,179.0,179.4,179.4,0.0,0.0,180.25,48204.0,181.0,8688598.1,292,-1.6,2.5,-0.88,1.4,-0.47,228.0,166.0,2025-12-01,,
318,UPPER,26.97,179.0,180.0,178.0,179.0,179.0,0.0,0.0,178.77,41117.0,179.4,7350447.3,300,-0.4,2.0,-0.22,1.12,0.13,228.0,166.0,2025-12-02,,
326,UPPER,26.39,179.0,180.8,178.0,178.4,178.4,0.0,0.0,179.18,33653.0,179.0,6030083.7,258,-0.6,2.8,-0.34,1.57,-0.44,228.0,166.0,2025-12-03,,
319,UPPER,30.13,179.0,179.0,175.0,175.6,175.6,0.0,0.0,175.75,105861.0,178.4,18605455.3,492,-2.8,4.0,-1.57,2.29,-0.09,228.0,166.0,2025-12-07,,
325,UPPER,26.87,175.0,176.7,174.5,174.7,174.7,0.0,0.0,175.14,74595.0,175.6,13064772.1,419,-0.9,2.2,-0.51,1.26,-0.25,228.0,166.0,2025-12-08,,
325,UPPER,25.09,174.0,176.6,173.4,176.6,176.6,0.0,0.0,175.25,46902.0,174.7,8219656.9,285,1.9,3.2,1.09,1.85,0.76,228.0,166.0,2025-12-09,,
323,UPPER,33.38,176.0,177.5,174.0,175.0,175.0,0.0,0.0,174.93,50637.0,176.6,8857779.1,321,-1.6,3.5,-0.91,2.01,0.04,228.0,166.0,2025-12-10,,
320,UPPER,25.29,176.0,177.0,174.1,175.8,175.8,0.0,0.0,175.57,53726.0,175.0,9432662.2,309,0.8,2.9,0.46,1.67,0.13,228.0,166.0,2025-12-11,,
324,UPPER,33.5,174.0,176.0,174.0,174.0,174.0,0.0,0.0,174.56,61444.0,175.8,10725655.1,381,-1.8,2.0,-1.02,1.15,-0.32,228.0,166.0,2025-12-14,,
323,UPPER,26.76,174.0,176.5,174.0,174.4,174.4,0.0,0.0,174.86,73233.0,174.0,12805803.3,352,0.4,2.5,0.23,1.44,-0.27,228.0,166.0,2025-12-15,,
319,UPPER,22.79,173.0,176.5,173.0,175.9,175.9,0.0,0.0,175.2,33599.0,174.4,5886595.6,260,1.5,3.5,0.86,2.02,0.4,228.0,166.0,2025-12-16,,
326,UPPER,34.41,176.0,177.0,175.0,175.2,175.2,0.0,0.0,175.59,72877.0,175.9,12796679.2,358,-0.7,2.0,-0.4,1.14,-0.22,228.0,166.0,2025-12-17,,
323,UPPER,27.13,178.0,178.0,174.1,174.8,174.8,0.0,0.0,174.86,38732.0,175.2,6772514.2,314,-0.4,3.9,-0.23,2.24,-0.03,228.0,166.0,2025-12-18,,
339,UPPER,37.16,174.2,176.0,174.1,174.1,174.1,0.0,0.0,174.61,56818.0,174.8,9920707.4,300,-0.7,1.9,-0.4,1.09,-0.29,228.0,166.0,2025-12-21,,
326,UPPER,29.77,174.1,174.1,173.1,173.4,173.4,0.0,0.0,173.51,45460.0,174.1,7887836.9,299,-0.7,1.0,-0.4,0.58,-0.06,228.0,166.0,2025-12-22,,
322,UPPER,31.01,173.0,175.0,172.1,174.0,174.0,0.0,0.0,173.01,46208.0,173.4,7994592.5,363,0.6,2.9,0.35,1.69,0.57,228.0,166.0,2025-12-23,,
328,UPPER,31.67,174.0,174.0,172.4,172.8,172.8,0.0,0.0,172.93,40204.0,174.0,6952627.6,262,-1.2,1.6,-0.69,0.93,-0.08,228.0,166.0,2025-12-24,,
322,UPPER,42.7,174.0,176.2,173.5,175.5,175.5,0.0,0.0,174.65,74151.0,172.8,12950328.8,437,2.7,2.7,1.56,1.56,0.49,228.0,166.0,2025-12-28,,
331,UPPER,39.97,176.0,177.0,173.0,174.0,174.0,0.0,0.0,174.62,80230.0,175.5,14009583.0,388,-1.5,4.0,-0.85,2.31,-0.36,228.0,166.0,2025-12-29,,
336,UPPER,41.1,174.1,176.0,173.6,173.6,173.6,0.0,0.0,174.5,76181.0,174.0,13293217.0,339,-0.4,2.4,-0.23,1.38,-0.52,228.0,166.0,2025-12-31,,
330,UPPER,40.83,173.6,175.0,173.0,173.9,173.9,0.0,0.0,174.04,56448.0,173.6,9824470.6,304,0.3,2.0,0.17,1.16,-0.08,228.0,166.0,2026-01-01,,
317,UPPER,36.56,170.5,175.0,170.5,174.0,174.0,0.0,0.0,173.56,68037.0,173.9,11808309.5,369,0.1,4.5,0.06,2.64,0.25,228.0,166.0,2026-01-04,,
329,UPPER,38.98,172.5,175.6,172.0,174.0,174.0,0.0,0.0,173.62,58281.0,174.0,10118945.0,364,0.0,3.6,0.0,2.09,0.22,228.0,166.0,2026-01-05,,
328,UPPER,40.33,173.0,175.0,172.7,174.0,174.0,0.0,0.0,173.91,77345.0,174.0,13450877.0,366,0.0,2.3,0.0,1.33,0.05,228.0,166.0,2026-01-06,,
317,UPPER,43.53,173.2,175.5,172.6,173.9,173.9,0.0,0.0,173.33,70354.0,174.0,12194761.9,316,-0.1,2.9,-0.06,1.68,0.33,228.0,166.0,2026-01-07,,
322,UPPER,43.72,173.0,175.0,173.0,175.0,175.0,0.0,0.0,173.93,73734.0,173.9,12824389.2,321,1.1,2.0,0.63,1.16,0.61,228.0,166.0,2026-01-08,,
327,UPPER,39.74,175.0,176.0,173.5,173.7,173.7,0.0,0.0,174.43,73988.0,175.0,12905376.8,424,-1.3,2.5,-0.74,1.44,-0.42,228.0,166.0,2026-01-12,,
343,UPPER,39.04,173.0,174.9,172.1,174.0,174.0,0.0,0.0,173.42,38737.0,173.7,6717617.8,305,0.3,2.8,0.17,1.63,0.34,228.0,166.0,2026-01-13,,
314,UPPER,34.99,177.0,177.0,173.0,174.0,174.0,0.0,0.0,173.69,69499.0,174.0,12071404.1,322,0.0,4.0,0.0,2.31,0.18,228.0,166.0,2026-01-14,,
332,UPPER,29.76,174.0,175.0,173.5,174.9,174.9,0.0,0.0,174.39,112088.0,174.0,19546848.3,481,0.9,1.5,0.52,0.86,0.29,228.0,166.0,2026-01-18,,
333,UPPER,49.59,176.0,183.6,176.0,181.9,181.9,0.0,0.0,180.57,281865.0,174.9,50897361.3,1046,7.0,7.6,4.0,4.32,0.73,228.0,166.0,2026-01-20,,
318,UPPER,47.47,182.0,184.8,180.0,180.2,180.2,0.0,0.0,181.07,152385.0,181.9,27593042.5,551,-1.7,4.8,-0.93,2.67,-0.49,228.0,166.0,2026-01-21,,
326,UPPER,48.46,183.8,186.2,179.5,185.1,185.1,0.0,0.0,182.83,225861.0,180.2,41294299.4,752,4.9,6.7,2.72,3.73,1.23,228.0,166.0,2026-01-22,,
325,UPPER,51.38,188.8,195.0,186.0,194.4,194.4,0.0,0.0,191.66,390453.0,185.1,74833286.4,1461,9.3,9.0,5.02,4.84,1.41,228.0,166.0,2026-01-25,,
326,UPPER,49.24,194.0,198.0,189.0,193.0,193.0,0.0,0.0,191.8,301541.0,194.4,57835009.6,1186,-1.4,9.0,-0.72,4.76,0.62,228.0,166.0,2026-01-26,,
327,UPPER,42.18,192.0,194.8,186.0,186.9,186.9,0.0,0.0,188.97,220724.0,193.0,41710119.1,908,-6.1,8.8,-3.16,4.73,-1.11,228.0,166.0,2026-01-27,,
328,UPPER,41.95,190.6,190.6,182.0,184.7,184.7,0.0,0.0,184.09,156674.0,186.9,28842607.4,628,-2.2,8.6,-1.18,4.73,0.33,228.0,166.0,2026-01-28,,
314,UPPER,45.14,183.0,195.0,183.0,191.5,191.5,0.0,0.0,193.01,622010.0,184.7,120054568.0,1901,6.8,12.0,3.68,6.56,-0.79,228.0,166.0,2026-01-29,,
323,UPPER,31.6,194.0,194.0,188.0,189.0,189.0,0.0,0.0,189.69,146801.0,191.5,27846384.3,785,-2.5,6.0,-1.31,3.19,-0.36,228.0,166.0,2026-02-01,,
324,UPPER,30.37,185.3,191.9,185.3,187.0,187.0,0.0,0.0,188.24,119509.0,189.0,22496730.0,541,-2.0,6.6,-1.06,3.56,-0.66,228.0,166.0,2026-02-02,,
316,UPPER,29.45,190.7,190.7,182.7,183.4,183.4,0.0,0.0,184.46,174094.0,187.0,32113566.4,701,-3.6,8.0,-1.93,4.38,-0.58,228.0,166.0,2026-02-03,,
320,UPPER,32.55,179.8,188.0,179.8,184.7,184.7,0.0,0.0,184.12,104336.0,183.4,19210264.6,422,1.3,8.2,0.71,4.56,0.31,228.0,166.0,2026-02-04,,
320,UPPER,30.93,185.0,190.5,183.5,188.1,188.1,0.0,0.0,188.01,247695.0,184.7,46569169.6,880,3.4,7.0,1.84,3.81,0.05,228.0,166.0,2026-02-05,,
324,UPPER,27.99,190.0,191.6,186.1,186.3,186.3,0.0,0.0,189.02,185555.0,188.1,35073895.7,780,-1.8,5.5,-0.96,2.96,-1.46,228.0,166.0,2026-02-08,,
318,UPPER,36.32,187.0,193.0,185.2,189.0,189.0,0.0,0.0,189.48,281626.0,186.3,53363003.8,923,2.7,7.8,1.45,4.21,-0.25,228.0,166.0,2026-02-09,,
318,UPPER,41.58,191.0,194.8,189.3,190.2,190.2,0.0,0.0,192.24,342214.0,189.0,65786617.8,1188,1.2,5.5,0.63,2.91,-1.07,228.0,166.0,2026-02-10,,
323,UPPER,34.92,192.0,194.0,189.0,190.0,190.0,0.0,0.0,190.84,148781.0,190.2,28392739.9,597,-0.2,5.0,-0.11,2.65,-0.44,228.0,166.0,2026-02-11,,
331,UPPER,40.85,190.0,195.0,189.1,192.9,192.9,0.0,0.0,192.8,374165.0,190.0,72139902.2,1066,2.9,5.9,1.53,3.12,0.05,228.0,166.0,2026-02-12,,
329,UPPER,31.2,193.0,195.0,189.0,189.8,189.8,0.0,0.0,191.6,182329.0,192.9,34934367.9,719,-3.1,6.0,-1.61,3.17,-0.95,228.0,166.0,2026-02-16,,
348,UPPER,25.14,193.5,193.5,185.0,185.3,185.3,0.0,0.0,186.05,200779.0,189.8,37355620.5,760,-4.5,8.5,-2.37,4.59,-0.41,228.0,166.0,2026-02-17,,
318,UPPER,24.56,186.0,186.0,181.1,182.0,182.0,0.0,0.0,182.8,112000.0,185.3,20474024.8,607,-3.3,4.9,-1.78,2.71,-0.44,228.0,166.0,2026-02-22,,
323,UPPER,22.44,182.0,183.9,179.1,182.0,182.0,0.0,0.0,181.95,99553.0,182.0,18113576.6,451,0.0,4.8,0.0,2.68,0.03,228.0,166.0,2026-02-23,,
322,UPPER,19.14,182.0,184.5,182.0,183.8,183.8,0.0,0.0,183.08,49031.0,182.0,8976625.4,319,1.8,2.5,0.99,1.37,0.39,228.0,166.0,2026-02-24,,
327,UPPER,30.9,184.0,185.0,183.0,184.4,184.4,0.0,0.0,184.16,65458.0,183.8,12054667.6,330,0.6,2.0,0.33,1.09,0.13,228.0,166.0,2026-02-25,,
329,UPPER,34.14,188.0,188.0,184.0,184.9,184.9,0.0,0.0,184.84,96838.0,184.4,17899124.7,374,0.5,4.0,0.27,2.17,0.03,228.0,166.0,2026-02-26,,
335,UPPER,40.22,188.5,188.5,180.0,185.7,185.7,0.0,0.0,183.68,120196.0,184.9,22078113.2,461,0.8,8.5,0.43,4.72,1.09,228.0,166.0,2026-03-01,,
323,UPPER,42.5,189.4,189.8,185.0,189.7,189.7,0.0,0.0,188.72,159485.0,185.7,30097530.6,549,4.0,4.8,2.15,2.59,0.52,228.0,166.0,2026-03-03,,
257,UPPER,36.75,193.4,208.6,193.4,208.6,208.6,0.0,0.0,207.84,23326.0,189.7,4848167.7,65,18.9,15.2,9.96,7.86,0.36,218.4,166.0,2026-03-09,,
323,UPPER,51.3,212.7,217.0,204.9,216.0,216.0,0.0,0.0,211.82,2114315.0,208.6,447848503.5,6923,7.4,12.1,3.55,5.91,1.94,218.4,166.0,2026-03-10,,
323,UPPER,51.04,220.0,225.0,213.0,215.5,215.5,0.0,0.0,219.33,989655.0,216.0,217060814.8,3471,-0.5,12.0,-0.23,5.63,-1.78,225.0,166.0,2026-03-11,,
329,UPPER,49.87,219.0,224.0,212.0,218.0,218.0,0.0,0.0,220.11,1087302.0,215.5,239322919.2,3172,2.5,12.0,1.16,5.66,-0.97,225.0,166.0,2026-03-12,,
344,UPPER,47.05,218.0,221.0,215.0,218.9,218.9,0.0,0.0,217.89,725559.0,218.0,158094286.0,2160,0.9,6.0,0.41,2.79,0.46,225.0,166.0,2026-03-15,,
339,UPPER,38.57,220.0,221.0,211.0,213.0,213.0,0.0,0.0,214.06,643694.0,218.9,137787296.3,1893,-5.9,10.0,-2.7,4.74,-0.5,225.0,166.0,2026-03-16,,
334,UPPER,39.65,215.0,219.9,209.1,219.1,219.1,0.0,0.0,216.28,915030.0,213.0,197904365.1,2313,6.1,10.8,2.86,5.16,1.29,225.0,166.0,2026-03-17,,
336,UPPER,45.84,222.0,239.5,222.0,235.6,235.6,0.0,0.0,232.83,2548271.0,219.1,593305735.0,8188,16.5,17.5,7.53,7.88,1.18,239.5,166.0,2026-03-19,,
358,UPPER,43.54,236.0,242.0,231.0,238.0,238.0,0.0,0.0,237.04,1552477.0,235.6,368005634.6,5480,2.4,11.0,1.02,4.76,0.4,242.0,166.0,2026-03-22,,
336,UPPER,40.05,237.1,239.9,231.0,236.0,236.0,0.0,0.0,234.55,741234.0,238.0,173859901.3,2717,-2.0,8.9,-0.84,3.85,0.61,242.0,166.0,2026-03-23,,
335,UPPER,39.45,240.7,242.6,234.1,236.9,236.9,0.0,0.0,238.13,778425.0,236.0,185366974.3,2359,0.9,8.5,0.38,3.63,-0.52,242.6,166.0,2026-03-24,,
339,UPPER,37.74,237.0,238.0,229.0,230.0,230.0,0.0,0.0,231.82,664956.0,236.9,154152052.0,2342,-6.9,9.0,-2.91,3.93,-0.79,242.6,166.0,2026-03-25,,
336,UPPER,34.66,230.0,234.0,226.0,233.9,233.9,0.0,0.0,229.88,481909.0,230.0,110781957.5,1963,3.9,8.0,1.7,3.54,1.72,242.6,166.0,2026-03-26,185.88,190.39
