SNo,Symbol,Confidence,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,PrevClose,Turnover,Transactions,Diff,Range,ChangePercent,RangePercent,VWAP %,Weeks52High,Weeks52Low,Date,Days120,Days180
320,UPPER,24.33,194.7,203.0,194.7,201.84,201.8,0.04,0.0,200.63,162850.0,198.6,32673132.8,745,3.24,8.3,1.63,4.26,0.6,295.0,152.1,2025-03-24,,
319,UPPER,23.05,198.2,201.0,198.0,198.17,198.2,-0.03,0.0,198.87,139815.0,201.84,27804718.7,686,-3.67,3.0,-1.82,1.52,-0.35,295.0,152.1,2025-03-25,,
311,UPPER,22.27,198.17,200.9,197.1,200.15,200.0,0.15,0.0,199.31,120059.0,198.17,23929412.9,603,1.98,3.8,1.0,1.93,0.42,295.0,152.1,2025-03-26,,
303,UPPER,33.39,201.9,202.0,199.0,200.8,201.8,-1.0,0.0,200.76,132528.0,200.15,26606672.9,577,0.65,3.0,0.32,1.51,0.02,295.0,152.1,2025-03-27,,
317,UPPER,38.5,200.0,206.0,199.0,202.52,202.1,0.42,0.0,203.59,173435.0,200.8,35309435.4,705,1.72,7.0,0.86,3.52,-0.53,295.0,152.1,2025-03-30,,
314,UPPER,36.42,202.8,204.0,200.4,200.76,200.9,-0.14,0.0,201.46,106887.0,202.52,21533820.5,458,-1.76,3.6,-0.87,1.8,-0.35,295.0,152.1,2025-04-01,,
312,UPPER,35.86,204.5,204.5,198.1,200.13,200.1,0.03,0.0,199.87,133156.0,200.76,26613542.6,574,-0.63,6.4,-0.31,3.23,0.13,295.0,152.1,2025-04-02,,
318,UPPER,40.2,204.1,204.1,200.0,200.77,200.0,0.77,0.0,200.95,188896.0,200.13,37959488.9,650,0.64,4.1,0.32,2.05,-0.09,295.0,152.1,2025-04-03,,
316,UPPER,33.42,200.0,203.0,198.0,198.74,199.4,-0.66,0.0,199.23,102070.0,200.77,20335541.8,530,-2.03,5.0,-1.01,2.53,-0.25,295.0,152.1,2025-04-07,,
315,UPPER,33.47,199.1,199.1,196.5,198.63,199.0,-0.37,0.0,197.47,97348.0,198.74,19223750.8,523,-0.11,2.6,-0.06,1.32,0.58,295.0,152.1,2025-04-08,,
311,UPPER,34.37,202.6,202.6,197.3,199.1,199.5,-0.4,0.0,199.3,65944.0,198.63,13142472.7,381,0.47,5.3,0.24,2.69,-0.1,295.0,152.1,2025-04-09,,
315,UPPER,32.09,202.0,202.0,197.0,198.78,198.5,0.28,0.0,198.86,82690.0,199.1,16444039.7,437,-0.32,5.0,-0.16,2.54,-0.04,295.0,152.1,2025-04-10,,
316,UPPER,34.15,200.0,200.0,195.0,197.11,197.1,0.01,0.0,196.68,163931.0,198.78,32242679.5,737,-1.67,5.0,-0.84,2.56,0.22,295.0,152.1,2025-04-13,,
314,UPPER,42.38,201.0,201.4,197.0,200.13,200.1,0.03,0.0,199.98,137051.0,197.11,27407413.8,531,3.02,4.4,1.53,2.23,0.08,295.0,152.1,2025-04-15,,
323,UPPER,41.5,199.0,202.0,198.0,201.22,201.8,-0.58,0.0,199.86,98621.0,200.13,19710260.5,472,1.09,4.0,0.54,2.02,0.68,295.0,152.1,2025-04-16,,
305,UPPER,45.87,205.0,207.0,201.1,204.31,204.3,0.01,0.0,204.59,240087.0,201.22,49120483.0,895,3.09,5.9,1.54,2.93,-0.14,295.0,152.1,2025-04-17,,
322,UPPER,42.8,200.3,208.0,200.0,200.58,200.2,0.38,0.0,201.12,147677.0,204.31,29700844.0,561,-3.73,8.0,-1.83,4.0,-0.27,295.0,152.1,2025-04-20,,
313,UPPER,43.32,204.5,204.5,199.8,200.75,200.5,0.25,0.0,201.86,166506.0,200.58,33610335.5,595,0.17,4.7,0.08,2.35,-0.55,295.0,152.1,2025-04-21,,
313,UPPER,36.83,200.2,202.4,199.0,199.73,199.6,0.13,0.0,200.04,144020.0,200.75,28809857.6,553,-1.02,3.4,-0.51,1.71,-0.16,295.0,152.1,2025-04-22,,
302,UPPER,28.1,201.7,201.7,197.0,197.51,197.5,0.01,0.0,198.04,140211.0,199.73,27766853.3,518,-2.22,4.7,-1.11,2.39,-0.27,295.0,152.1,2025-04-23,,
302,UPPER,28.64,197.0,199.0,196.2,197.18,197.1,0.08,0.0,197.33,117888.0,197.51,23262601.4,607,-0.33,2.8,-0.17,1.43,-0.08,295.0,152.1,2025-04-24,,
308,UPPER,28.87,201.0,201.9,198.5,199.53,199.0,0.53,0.0,199.95,167345.0,197.18,33461144.3,598,2.35,3.4,1.19,1.71,-0.21,295.0,152.1,2025-04-27,,
321,UPPER,36.03,200.0,206.9,199.0,200.71,200.5,0.21,0.0,202.98,279271.0,199.53,56686238.8,890,1.18,7.9,0.59,3.97,-1.13,295.0,152.1,2025-04-28,,
305,UPPER,29.56,204.7,204.7,198.1,198.51,198.4,0.11,0.0,199.27,117466.0,200.71,23407751.4,448,-2.2,6.6,-1.1,3.33,-0.38,295.0,152.1,2025-04-29,,
308,UPPER,43.76,199.8,201.0,198.0,198.88,199.0,-0.12,0.0,199.49,194611.0,198.51,38823918.0,681,0.37,3.0,0.19,1.52,-0.31,295.0,152.1,2025-04-30,,
316,UPPER,45.33,202.0,203.0,199.7,199.95,200.0,-0.05,0.0,201.16,204631.0,198.88,41162672.4,720,1.07,3.3,0.54,1.65,-0.6,295.0,152.1,2025-05-04,,
313,UPPER,25.19,196.4,200.1,196.4,197.67,197.9,-0.23,0.0,198.01,115565.0,199.95,22883520.7,511,-2.28,3.7,-1.14,1.88,-0.17,295.0,152.1,2025-05-05,,
312,UPPER,40.63,198.0,201.9,197.0,198.68,199.8,-1.12,-0.01,199.05,198432.0,197.67,39496993.1,689,1.01,4.9,0.51,2.49,-0.18,295.0,152.1,2025-05-06,,
302,UPPER,52.27,201.0,216.0,200.0,212.5,213.0,-0.5,0.0,210.43,1003936.0,198.68,211260155.1,2854,13.82,16.0,6.96,8.0,0.97,295.0,152.1,2025-05-07,,
308,UPPER,50.48,215.0,216.5,209.2,210.66,210.5,0.16,0.0,212.34,469196.0,212.5,99629772.4,1445,-1.84,7.3,-0.87,3.49,-0.8,295.0,152.1,2025-05-08,,
294,UPPER,40.58,214.0,214.0,203.1,204.09,204.0,0.09,0.0,206.24,390202.0,210.66,80474023.2,1086,-6.57,10.9,-3.12,5.37,-1.05,295.0,152.1,2025-05-11,,
308,UPPER,36.61,200.7,206.0,200.2,201.03,201.0,0.03,0.0,202.19,291850.0,204.09,59008783.2,927,-3.06,5.8,-1.5,2.9,-0.58,295.0,152.1,2025-05-13,,
309,UPPER,24.4,200.6,202.5,199.2,199.9,200.0,-0.1,0.0,200.43,215886.0,201.03,43270171.6,744,-1.13,3.3,-0.56,1.66,-0.27,295.0,152.1,2025-05-14,,
314,UPPER,22.56,200.0,201.0,198.6,199.59,200.0,-0.41,0.0,199.31,168695.0,199.9,33622369.7,729,-0.31,2.4,-0.16,1.21,0.14,295.0,152.1,2025-05-15,,
303,UPPER,21.5,199.7,202.0,197.5,198.02,198.4,-0.38,0.0,198.86,193692.0,199.59,38517951.8,687,-1.57,4.5,-0.79,2.28,-0.43,295.0,152.1,2025-05-18,,
318,UPPER,20.49,200.0,200.9,198.0,199.75,199.2,0.55,0.0,199.45,162329.0,198.02,32375823.1,615,1.73,2.9,0.87,1.46,0.15,295.0,152.1,2025-05-19,,
304,UPPER,40.4,199.0,205.0,198.0,203.18,202.9,0.28,0.0,200.94,143922.0,199.75,28920355.6,635,3.43,7.0,1.72,3.54,1.1,295.0,152.1,2025-05-20,,
310,UPPER,43.1,207.2,215.5,201.5,202.16,201.9,0.26,0.0,206.09,265269.0,203.18,54669080.3,966,-1.02,14.0,-0.5,6.95,-1.94,295.0,152.1,2025-05-21,,
308,UPPER,39.94,204.0,204.9,201.1,201.77,202.0,-0.23,0.0,202.52,169204.0,202.16,34266588.9,620,-0.39,3.8,-0.19,1.89,-0.37,295.0,152.1,2025-05-22,,
308,UPPER,38.92,205.0,205.0,200.3,201.08,200.3,0.78,0.0,201.78,122433.0,201.77,24704714.2,494,-0.69,4.7,-0.34,2.35,-0.35,295.0,152.1,2025-05-25,,
331,UPPER,35.77,205.1,212.9,201.0,201.63,201.6,0.03,0.0,204.1,171240.0,201.08,34950613.1,625,0.55,11.9,0.27,5.92,-1.23,295.0,152.1,2025-05-26,,
312,UPPER,24.42,205.6,205.6,200.0,200.59,200.5,0.09,0.0,200.81,102077.0,201.63,20498421.1,484,-1.04,5.6,-0.52,2.8,-0.11,295.0,152.1,2025-05-27,,
316,UPPER,24.24,203.0,203.0,199.8,201.54,201.7,-0.16,0.0,200.95,113211.0,200.59,22749835.9,505,0.95,3.2,0.47,1.6,0.29,295.0,152.1,2025-05-28,,
308,UPPER,24.0,205.0,205.5,200.2,201.56,201.5,0.06,0.0,202.45,140069.0,201.54,28356838.0,635,0.02,5.3,0.01,2.65,-0.44,295.0,152.1,2025-06-02,,
309,UPPER,24.97,200.4,202.5,199.8,199.99,200.1,-0.11,0.0,200.2,157374.0,201.56,31505555.1,639,-1.57,2.7,-0.78,1.35,-0.1,295.0,152.1,2025-06-03,,
307,UPPER,23.4,200.0,202.0,199.0,199.65,199.9,-0.25,0.0,199.48,87162.0,199.99,17386699.0,447,-0.34,3.0,-0.17,1.51,0.09,295.0,152.1,2025-06-04,,
305,UPPER,24.98,202.6,202.6,198.1,198.96,199.3,-0.34,0.0,199.19,122061.0,199.65,24313437.8,580,-0.69,4.5,-0.35,2.27,-0.12,295.0,152.1,2025-06-05,,
307,UPPER,32.73,200.0,200.0,197.3,198.28,198.5,-0.22,0.0,198.72,118862.0,198.96,23619666.8,563,-0.68,2.7,-0.34,1.37,-0.22,295.0,152.1,2025-06-08,,
318,UPPER,34.96,202.2,202.2,198.4,199.75,199.5,0.25,0.0,199.38,125781.0,198.28,25077886.7,579,1.47,3.8,0.74,1.92,0.19,295.0,152.1,2025-06-09,,
305,UPPER,35.82,200.0,201.0,198.7,199.69,199.8,-0.11,0.0,200.3,135006.0,199.75,27041366.9,621,-0.06,2.3,-0.03,1.16,-0.3,295.0,152.1,2025-06-10,,
301,UPPER,36.64,199.0,201.0,198.7,199.63,200.0,-0.37,0.0,199.6,139557.0,199.69,27855561.3,612,-0.06,2.3,-0.03,1.16,0.02,295.0,152.1,2025-06-11,,
305,UPPER,41.12,199.5,203.6,199.0,199.16,199.0,0.16,0.0,200.89,272942.0,199.63,54830010.2,888,-0.47,4.6,-0.24,2.31,-0.87,295.0,152.1,2025-06-12,,
302,UPPER,42.71,199.0,201.4,198.4,198.77,199.0,-0.23,0.0,199.49,159263.0,199.16,31771894.1,641,-0.39,3.0,-0.2,1.51,-0.36,295.0,152.1,2025-06-15,,
312,UPPER,30.23,202.7,203.0,198.0,198.55,198.8,-0.25,0.0,200.24,257289.0,198.77,51520119.8,756,-0.22,5.0,-0.11,2.53,-0.85,295.0,152.1,2025-06-16,,
300,UPPER,27.29,199.0,201.9,197.6,197.89,198.0,-0.11,0.0,198.25,106940.0,198.55,21200780.2,551,-0.66,4.3,-0.33,2.18,-0.18,295.0,152.1,2025-06-17,,
307,UPPER,27.5,198.0,199.9,197.0,197.35,197.5,-0.15,0.0,197.67,155823.0,197.89,30800922.8,610,-0.54,2.9,-0.27,1.47,-0.16,295.0,152.1,2025-06-18,,
308,UPPER,29.57,198.0,200.0,197.1,197.43,198.2,-0.77,0.0,198.31,252400.0,197.35,50053485.2,862,0.08,2.9,0.04,1.47,-0.45,295.0,152.1,2025-06-19,,
304,UPPER,31.21,193.7,198.8,193.7,196.01,196.0,0.01,0.0,196.86,155536.0,197.43,30619092.5,738,-1.42,5.1,-0.72,2.63,-0.43,295.0,152.1,2025-06-22,,
319,UPPER,31.49,196.6,196.6,195.0,195.83,196.0,-0.17,0.0,195.77,140896.0,196.01,27583602.6,664,-0.18,1.6,-0.09,0.82,0.03,295.0,152.1,2025-06-23,,
310,UPPER,31.67,195.0,197.9,194.0,194.35,195.5,-1.15,-0.01,195.68,191311.0,195.83,37436241.6,839,-1.48,3.9,-0.76,2.01,-0.69,295.0,152.1,2025-06-24,,
305,UPPER,30.34,194.0,196.5,193.6,194.1,194.1,0.0,0.0,194.37,136897.0,194.35,26608859.7,713,-0.25,2.9,-0.13,1.5,-0.14,295.0,152.1,2025-06-25,,
300,UPPER,28.59,193.0,195.8,193.0,193.22,193.5,-0.28,0.0,193.84,119813.0,194.1,23224316.1,667,-0.88,2.8,-0.45,1.45,-0.32,295.0,152.1,2025-06-26,,
322,UPPER,35.54,195.0,197.5,194.0,195.07,195.2,-0.13,0.0,195.34,191848.0,193.22,37475918.7,730,1.85,3.5,0.96,1.8,-0.14,295.0,152.1,2025-06-29,,
312,UPPER,32.45,195.0,196.8,194.6,195.11,195.3,-0.19,0.0,195.29,85575.0,195.07,16712260.1,556,0.04,2.2,0.02,1.13,-0.09,295.0,152.1,2025-06-30,,
303,UPPER,39.73,199.0,199.0,195.2,197.17,196.5,0.67,0.0,196.45,105822.0,195.11,20789180.1,549,2.06,3.8,1.06,1.95,0.36,295.0,152.1,2025-07-01,,
311,UPPER,42.45,193.3,199.9,193.3,197.48,198.0,-0.52,0.0,198.22,173876.0,197.17,34465142.4,751,0.31,6.6,0.16,3.41,-0.37,295.0,154.5,2025-07-02,,
305,UPPER,41.12,200.0,200.0,197.1,197.79,197.6,0.19,0.0,197.87,140941.0,197.48,27887416.8,619,0.31,2.9,0.16,1.47,-0.04,295.0,154.5,2025-07-03,,
312,UPPER,42.55,199.0,199.5,197.0,197.37,197.2,0.17,0.0,197.72,123499.0,197.79,24418185.8,571,-0.42,2.5,-0.21,1.27,-0.18,295.0,154.5,2025-07-06,,
305,UPPER,38.82,198.0,198.0,195.1,195.43,195.6,-0.17,0.0,196.25,107808.0,197.37,21157295.6,598,-1.94,2.9,-0.98,1.49,-0.42,295.0,154.5,2025-07-07,,
298,UPPER,27.81,195.0,197.0,194.0,194.9,195.3,-0.4,0.0,195.03,108544.0,195.43,21169064.5,618,-0.53,3.0,-0.27,1.55,-0.07,295.0,155.1,2025-07-08,,
310,UPPER,33.8,196.0,196.4,193.0,195.69,195.8,-0.11,0.0,195.19,129094.0,194.9,25197575.7,551,0.79,3.4,0.41,1.76,0.26,295.0,155.1,2025-07-09,,
306,UPPER,36.11,196.4,197.5,195.0,196.95,197.3,-0.35,0.0,196.63,140312.0,195.69,27589289.7,583,1.26,2.5,0.64,1.28,0.16,295.0,157.4,2025-07-10,,
304,UPPER,48.32,200.8,207.0,196.9,197.87,197.9,-0.03,0.0,199.16,361924.0,196.95,72082085.7,1166,0.92,10.1,0.47,5.13,-0.65,295.0,162.0,2025-07-13,,
314,UPPER,42.47,198.0,199.7,195.1,197.5,198.9,-1.4,-0.01,197.19,133519.0,197.87,26328038.0,604,-0.37,4.6,-0.19,2.36,0.16,295.0,162.0,2025-07-14,,
310,UPPER,43.2,197.0,198.5,197.0,197.88,197.7,0.18,0.0,197.61,121599.0,197.5,24028676.8,486,0.38,1.5,0.19,0.76,0.14,295.0,168.0,2025-07-15,,
324,UPPER,49.29,198.8,201.0,195.0,198.56,198.7,-0.14,0.0,197.62,301223.0,197.88,59527956.1,956,0.68,6.0,0.34,3.08,0.47,295.0,175.0,2025-07-16,,
305,UPPER,51.66,199.0,208.0,198.0,206.18,206.9,-0.72,0.0,203.35,896797.0,198.56,182366297.1,2414,7.62,10.0,3.84,5.05,1.37,295.0,184.1,2025-07-17,,
310,UPPER,52.35,208.0,214.2,206.0,207.8,208.0,-0.2,0.0,210.76,848914.0,206.18,178917287.9,2915,1.62,8.2,0.79,3.98,-1.42,295.0,184.1,2025-07-20,,
305,UPPER,45.43,208.1,210.9,204.0,205.79,206.9,-1.11,-0.01,206.04,394812.0,207.8,81347451.4,1260,-2.01,6.9,-0.97,3.38,-0.12,295.0,184.1,2025-07-21,,
313,UPPER,50.44,207.9,211.0,206.5,210.01,209.9,0.11,0.0,208.79,771447.0,205.79,161070519.3,2010,4.22,4.5,2.05,2.18,0.58,295.0,185.0,2025-07-22,,
313,UPPER,51.97,214.2,217.8,210.1,214.6,214.9,-0.3,0.0,214.51,953263.0,210.01,204487482.7,3002,4.59,7.7,2.19,3.66,0.04,295.0,190.0,2025-07-23,,
322,UPPER,44.37,216.0,218.4,212.0,213.07,213.1,-0.03,0.0,214.31,548780.0,214.6,117607031.9,1972,-1.53,6.4,-0.71,3.02,-0.58,295.0,192.0,2025-07-24,,
317,UPPER,40.29,215.0,215.7,208.2,209.06,208.2,0.86,0.0,211.61,664937.0,213.07,140709692.8,2171,-4.01,7.5,-1.88,3.6,-1.22,295.0,192.0,2025-07-27,,
315,UPPER,39.2,210.0,210.0,205.0,208.42,209.0,-0.58,0.0,207.15,353662.0,209.06,73262359.1,1375,-0.64,5.0,-0.31,2.44,0.61,295.0,192.0,2025-07-28,,
315,UPPER,36.8,210.0,212.0,207.3,208.48,208.2,0.28,0.0,209.81,365107.0,208.42,76602962.0,1422,0.06,4.7,0.03,2.27,-0.64,295.0,192.0,2025-07-29,,
321,UPPER,31.39,204.4,213.0,204.4,206.64,207.0,-0.36,0.0,208.45,264944.0,208.48,55228659.0,1042,-1.84,8.6,-0.88,4.21,-0.88,295.0,192.0,2025-07-30,,
312,UPPER,31.08,207.0,207.0,205.0,205.07,205.5,-0.43,0.0,205.78,254449.0,206.64,52359856.0,1054,-1.57,2.0,-0.76,0.98,-0.34,295.0,192.0,2025-07-31,,
313,UPPER,29.48,203.1,205.0,202.1,202.42,202.7,-0.28,0.0,203.41,253126.0,205.07,51489420.8,1103,-2.65,2.9,-1.29,1.43,-0.49,295.0,192.0,2025-08-03,,
319,UPPER,28.79,206.4,206.4,200.2,201.95,203.0,-1.05,-0.01,202.17,246539.0,202.42,49842153.0,1089,-0.47,6.2,-0.23,3.1,-0.11,295.0,192.0,2025-08-04,,
319,UPPER,29.23,201.0,204.8,200.1,200.57,200.5,0.07,0.0,201.38,170677.0,201.95,34371425.2,851,-1.38,4.7,-0.68,2.35,-0.41,295.0,192.0,2025-08-05,,
314,UPPER,27.17,202.0,202.0,198.0,200.12,200.2,-0.08,0.0,200.02,194040.0,200.57,38811212.4,848,-0.45,4.0,-0.22,2.02,0.05,295.0,192.0,2025-08-06,,
312,UPPER,25.39,204.1,204.1,199.5,199.75,200.0,-0.25,0.0,200.03,219141.0,200.12,43835131.4,913,-0.37,4.6,-0.18,2.31,-0.14,295.0,192.0,2025-08-07,,
318,UPPER,26.12,201.0,202.0,198.0,198.1,198.2,-0.1,0.0,199.27,220979.0,199.75,44033768.2,916,-1.65,4.0,-0.83,2.02,-0.59,295.0,192.0,2025-08-11,,
317,UPPER,23.94,198.1,200.0,196.3,196.51,196.6,-0.09,0.0,197.03,194389.0,198.1,38300695.9,876,-1.59,3.7,-0.8,1.88,-0.27,295.0,192.0,2025-08-12,,
315,UPPER,22.5,198.9,198.9,196.3,196.56,196.6,-0.04,0.0,197.16,121812.0,196.51,24016387.2,634,0.05,2.6,0.03,1.32,-0.3,295.0,192.0,2025-08-13,,
314,UPPER,25.4,197.0,198.8,196.0,196.19,196.3,-0.11,0.0,196.34,196622.0,196.56,38603923.9,743,-0.37,2.8,-0.19,1.43,-0.07,295.0,192.0,2025-08-14,,
311,UPPER,30.29,196.0,197.5,195.0,195.08,195.4,-0.32,0.0,195.49,179120.0,196.19,35016823.4,792,-1.11,2.5,-0.57,1.28,-0.21,292.0,192.0,2025-08-17,,
314,UPPER,31.07,194.1,196.0,194.1,195.49,195.6,-0.11,0.0,195.1,151066.0,195.08,29473204.4,723,0.41,1.9,0.21,0.98,0.2,292.0,192.0,2025-08-18,,
310,UPPER,32.0,197.0,197.0,195.1,195.75,195.6,0.15,0.0,196.19,99855.0,195.49,19590893.8,563,0.26,1.9,0.13,0.97,-0.23,286.0,192.0,2025-08-19,,
317,UPPER,31.74,199.6,199.6,194.0,194.64,194.7,-0.06,0.0,194.91,121649.0,195.75,23710263.5,541,-1.11,5.6,-0.57,2.89,-0.14,286.0,192.0,2025-08-20,,
313,UPPER,33.06,194.1,195.0,194.0,194.49,194.2,0.29,0.0,194.42,140543.0,194.64,27323786.8,610,-0.15,1.0,-0.08,0.52,0.04,286.0,192.0,2025-08-21,,
317,UPPER,33.79,194.0,195.3,193.0,193.12,193.2,-0.08,0.0,193.59,136217.0,194.49,26370828.8,707,-1.37,2.3,-0.7,1.19,-0.25,270.0,192.0,2025-08-24,,
311,UPPER,33.51,194.0,194.0,192.4,193.38,193.3,0.08,0.0,193.11,101462.0,193.12,19592964.2,523,0.26,1.6,0.13,0.83,0.14,270.0,192.0,2025-08-25,,
316,UPPER,33.28,192.4,195.0,192.4,193.29,193.4,-0.11,0.0,193.06,99620.0,193.38,19232965.0,491,-0.09,2.6,-0.05,1.35,0.12,259.2,192.0,2025-08-26,,
315,UPPER,35.88,197.1,197.1,193.0,195.37,195.2,0.17,0.0,194.32,96114.0,193.29,18676974.2,517,2.08,4.1,1.08,2.12,0.54,259.2,192.0,2025-08-27,,
316,UPPER,34.49,199.2,199.2,193.0,193.09,193.3,-0.21,0.0,193.93,113914.0,195.37,22091093.2,585,-2.28,6.2,-1.17,3.21,-0.43,258.0,192.0,2025-08-28,,
315,UPPER,35.59,195.5,195.5,192.0,192.12,192.3,-0.18,0.0,192.38,135154.0,193.09,26000562.5,623,-0.97,3.5,-0.5,1.82,-0.13,258.0,192.0,2025-08-31,,
320,UPPER,34.05,190.0,198.9,190.0,191.61,191.4,0.21,0.0,191.37,104747.0,192.12,20045892.5,616,-0.51,8.9,-0.27,4.68,0.12,258.0,190.0,2025-09-01,,
318,UPPER,32.83,195.4,195.4,190.8,191.04,190.9,0.14,0.0,191.2,91111.0,191.61,17420653.4,509,-0.57,4.6,-0.3,2.41,-0.09,258.0,190.0,2025-09-02,,
320,UPPER,32.59,192.0,192.0,190.0,190.07,190.4,-0.33,0.0,190.26,120350.0,191.04,22898031.4,559,-0.97,2.0,-0.51,1.05,-0.1,258.0,190.0,2025-09-03,,
311,UPPER,31.66,190.0,191.8,187.1,187.78,187.6,0.18,0.0,188.27,140070.0,190.07,26371455.8,755,-2.29,4.7,-1.2,2.51,-0.26,253.7,187.1,2025-09-04,,
328,UPPER,26.9,188.0,189.7,185.2,185.86,186.0,-0.14,0.0,186.74,77624.0,187.78,14495450.8,511,-1.92,4.5,-1.02,2.43,-0.47,241.0,185.2,2025-09-07,,
314,UPPER,27.36,186.0,187.0,183.0,183.24,183.3,-0.06,0.0,184.16,89359.0,185.86,16456028.8,496,-2.62,4.0,-1.41,2.19,-0.5,241.0,183.0,2025-09-08,,
234,UPPER,21.72,180.0,182.7,169.0,169.1,169.1,0.0,0.0,174.18,31896.0,183.24,5555802.0,107,-14.14,13.7,-7.72,8.11,-3.01,233.0,169.0,2025-09-18,,
323,UPPER,43.63,166.0,186.0,166.0,185.99,186.0,-0.01,0.0,182.04,360644.0,169.1,65651780.7,1574,16.89,20.0,9.99,12.05,2.12,233.0,166.0,2025-09-21,,
322,UPPER,41.01,184.0,195.0,184.0,192.4,192.4,0.0,0.0,191.95,145187.0,185.99,27868650.4,827,6.41,11.0,3.45,5.98,0.23,231.9,166.0,2025-09-23,,
311,UPPER,38.47,194.0,194.0,187.0,188.4,188.4,0.0,0.0,189.24,73886.0,192.4,13982068.4,450,-4.0,7.0,-2.08,3.74,-0.45,231.9,166.0,2025-09-24,,
321,UPPER,33.95,189.0,189.9,186.0,187.1,187.1,0.0,0.0,187.8,44954.0,188.4,8442154.1,284,-1.3,3.9,-0.69,2.1,-0.37,231.9,166.0,2025-09-25,,
308,UPPER,41.06,187.0,191.7,187.0,189.0,189.0,0.0,0.0,188.82,59047.0,187.1,11149481.4,294,1.9,4.7,1.02,2.51,0.09,231.9,166.0,2025-09-28,,
320,UPPER,23.86,189.0,189.0,185.1,185.1,185.1,0.0,0.0,186.47,76249.0,189.0,14218432.2,423,-3.9,3.9,-2.06,2.11,-0.74,231.9,166.0,2025-10-07,,
328,UPPER,26.57,185.5,186.3,180.4,182.3,182.3,0.0,0.0,182.41,111802.0,185.1,20394044.3,513,-2.8,5.9,-1.51,3.27,-0.06,231.9,166.0,2025-10-08,,
307,UPPER,26.81,185.9,195.9,184.0,185.0,185.0,0.0,0.0,187.4,119714.0,182.3,22434958.1,489,2.7,11.9,1.48,6.47,-1.3,231.9,166.0,2025-10-09,,
318,UPPER,24.37,182.5,186.0,180.2,181.0,181.0,0.0,0.0,181.78,83441.0,185.0,15167893.5,481,-4.0,5.8,-2.16,3.22,-0.43,231.9,166.0,2025-10-12,,
323,UPPER,23.48,184.0,184.0,177.6,182.0,182.0,0.0,0.0,180.25,67720.0,181.0,12206374.8,414,1.0,6.4,0.55,3.6,0.96,231.9,166.0,2025-10-13,,
311,UPPER,19.42,184.0,185.0,179.0,179.9,179.9,0.0,0.0,180.08,44192.0,182.0,7958300.3,295,-2.1,6.0,-1.15,3.35,-0.1,231.9,166.0,2025-10-14,,
312,UPPER,19.66,179.9,181.0,178.0,178.0,178.0,0.0,0.0,178.79,54726.0,179.9,9784408.2,352,-1.9,3.0,-1.06,1.69,-0.44,231.9,166.0,2025-10-15,,
305,UPPER,23.4,178.0,180.0,175.8,176.0,176.0,0.0,0.0,176.76,77825.0,178.0,13756713.6,402,-2.0,4.2,-1.12,2.39,-0.43,231.9,166.0,2025-10-16,,
317,UPPER,20.5,175.0,177.5,173.0,175.0,175.0,0.0,0.0,175.29,70943.0,176.0,12435581.1,367,-1.0,4.5,-0.57,2.6,-0.17,230.0,166.0,2025-10-19,,
307,UPPER,32.79,175.0,175.9,173.5,175.5,175.5,0.0,0.0,174.49,42706.0,175.0,7451832.1,257,0.5,2.4,0.29,1.38,0.57,230.0,166.0,2025-10-26,,
308,UPPER,39.91,175.6,181.3,175.0,181.3,181.3,0.0,0.0,179.03,87761.0,175.5,15711478.3,400,5.8,6.3,3.3,3.6,1.25,230.0,166.0,2025-10-28,,
315,UPPER,37.12,178.0,183.0,178.0,179.5,179.5,0.0,0.0,181.12,52552.0,181.3,9518342.2,334,-1.8,5.0,-0.99,2.81,-0.9,230.0,166.0,2025-10-29,,
313,UPPER,37.63,177.2,182.0,177.1,180.1,180.1,0.0,0.0,179.77,55787.0,179.5,10028896.0,334,0.6,4.9,0.33,2.77,0.18,230.0,166.0,2025-10-30,,
313,UPPER,38.5,179.0,184.6,179.0,182.5,182.5,0.0,0.0,182.8,68734.0,180.1,12564872.1,399,2.4,5.6,1.33,3.13,-0.17,230.0,166.0,2025-11-02,,
327,UPPER,37.51,182.9,184.2,180.1,181.0,181.0,0.0,0.0,182.33,57523.0,182.5,10488096.9,284,-1.5,4.1,-0.82,2.28,-0.73,230.0,166.0,2025-11-03,,
316,UPPER,31.25,181.0,181.9,178.0,178.0,178.0,0.0,0.0,180.23,53866.0,181.0,9708017.9,286,-3.0,3.9,-1.66,2.19,-1.25,230.0,166.0,2025-11-04,,
306,UPPER,33.75,179.0,180.0,177.5,179.0,179.0,0.0,0.0,179.05,36679.0,178.0,6567233.3,227,1.0,2.5,0.56,1.41,-0.03,230.0,166.0,2025-11-05,,
314,UPPER,35.72,179.5,180.5,178.0,178.2,178.2,0.0,0.0,178.65,52908.0,179.0,9451865.5,308,-0.8,2.5,-0.45,1.4,-0.25,230.0,166.0,2025-11-06,,
317,UPPER,29.24,178.2,178.9,175.4,175.6,175.6,0.0,0.0,176.44,69409.0,178.2,12246851.5,345,-2.6,3.5,-1.46,2.0,-0.48,230.0,166.0,2025-11-09,,
321,UPPER,30.42,177.0,178.0,174.8,175.0,175.0,0.0,0.0,175.57,81317.0,175.6,14277192.4,369,-0.6,3.2,-0.34,1.83,-0.33,230.0,166.0,2025-11-10,,
